,HHSIZE,TRPDUR,TRPDIST_HN,DNYC,PMODE,TOTTR_R,INCOM_R,HHVEH_R,GENDER,AGE_R,LIC
4616,4,10,3.22,0,19,1,4,2,Female,35-54 years,Yes
4617,4,10,1.31,0,19,1,4,2,Female,35-54 years,Yes
4618,4,15,2.16,0,19,3,4,2,Female,35-54 years,Yes
4619,4,45,0.0,0,19,1,4,2,Male,35-54 years,Yes
4620,4,5,0.0,0,19,1,4,2,Male,35-54 years,Yes
4621,4,30,8.58,0,19,1,4,2,Male,35-54 years,Yes
4622,4,10,1.51,0,19,1,4,2,Male,35-54 years,Yes
4623,4,30,17.99,0,19,1,4,2,Male,35-54 years,Yes
4624,4,15,2.89,0,19,1,4,2,Male,35-54 years,Yes
4625,4,20,0.0,0,19,1,2,3,Female,19-24 years,Yes
4626,4,23,0.0,0,19,1,2,3,Female,19-24 years,Yes
4627,3,5,1.05,0,19,1,4,2,Male,35-54 years,Yes
4628,3,5,1.05,0,19,1,4,2,Male,35-54 years,Yes
4629,3,38,15.63,0,19,1,4,2,Female,35-54 years,Yes
4630,3,32,15.83,0,19,1,4,2,Female,35-54 years,Yes
4631,3,11,2.55,0,19,1,4,2,Female,35-54 years,Yes
4632,3,11,2.55,0,19,2,4,2,Female,35-54 years,Yes
4633,3,7,4.14,0,19,1,3,2,Female,35-54 years,Yes
4634,3,9,4.11,0,19,1,3,2,Female,35-54 years,Yes
4635,3,15,0.53,0,19,1,3,2,Female,35-54 years,Yes
4636,3,14,10.61,0,19,2,3,2,Male,25-34 years,Yes
4637,3,37,16.58,1,19,1,3,2,Male,25-34 years,Yes
4638,3,18,9.42,0,19,2,3,2,Male,25-34 years,Yes
4639,2,47,19.76,0,19,1,1,2,Female,35-54 years,Yes
4640,2,48,19.68,0,19,1,1,2,Female,35-54 years,Yes
4641,2,40,0.0,0,19,1,4,3,Female,35-54 years,Yes
4642,2,55,0.0,0,19,1,4,3,Female,35-54 years,Yes
4643,4,10,0.51,0,19,1,2,3,Female,35-54 years,Yes
4644,4,10,0.51,0,19,1,2,3,Female,35-54 years,Yes
4645,4,30,10.05,0,19,1,2,3,Male,55-64 years,Yes
4646,4,30,9.94,0,19,1,2,3,Male,55-64 years,Yes
4647,4,30,0.0,0,19,1,2,3,Female,19-24 years,Yes
4648,4,30,0.0,0,19,1,2,3,Female,19-24 years,Yes
4649,2,92,30.69,1,6,1,2,2,Female,35-54 years,Yes
4650,4,30,10.03,0,19,1,4,2,Female,35-54 years,Yes
4651,4,40,9.67,0,19,1,4,2,Female,35-54 years,Yes
4652,4,5,0.9,0,19,3,4,2,Female,35-54 years,Yes
4653,4,30,21.54,1,19,1,4,2,Male,35-54 years,Yes
4654,3,20,13.63,0,19,1,4,3,Male,35-54 years,Yes
4655,3,25,12.78,0,19,1,4,3,Male,35-54 years,Yes
4656,2,10,5.96,0,19,1,4,2,Female,55-64 years,Yes
4657,2,17,5.99,0,19,1,4,2,Female,55-64 years,Yes
4658,2,30,0.0,0,19,1,4,2,Male,55-64 years,Yes
4659,2,30,0.0,0,19,1,4,2,Male,55-64 years,Yes
4660,1,5,0.38,0,19,1,3,1,Female,55-64 years,Yes
4661,1,50,17.79,1,19,1,3,1,Female,55-64 years,Yes
4662,1,5,0.98,0,19,1,3,1,Female,55-64 years,Yes
4663,5,30,6.91,0,17,2,4,2,Female,19-24 years,No
4664,5,25,6.9,0,17,2,4,2,Female,19-24 years,No
4665,4,127,56.13,1,19,2,4,2,Male,35-54 years,Yes
4666,2,25,13.83,0,19,1,4,3,Male,55-64 years,Yes
4667,2,50,14.63,0,19,1,4,3,Male,55-64 years,Yes
4668,2,10,1.07,0,19,1,4,3,Female,55-64 years,Yes
4669,2,10,1.07,0,19,1,4,3,Female,55-64 years,Yes
4670,2,7,2.72,0,23,1,4,2,Male,55-64 years,Yes
4671,2,10,2.72,0,19,1,4,2,Male,55-64 years,Yes
4672,5,5,1.2,0,19,1,2,3,Female,35-54 years,Yes
4673,5,5,5.7,0,19,1,2,3,Female,35-54 years,Yes
4674,5,15,5.71,0,19,1,2,3,Female,35-54 years,Yes
4675,5,15,6.52,0,19,1,2,3,Male,35-54 years,Yes
4676,5,30,2.14,0,19,1,2,3,Male,35-54 years,Yes
4677,5,30,8.26,0,19,1,2,3,Male,35-54 years,Yes
4678,5,60,32.56,0,19,1,2,3,Male,35-54 years,Yes
4679,5,45,32.59,0,19,1,2,3,Male,35-54 years,Yes
4680,5,45,24.53,1,19,1,2,3,Female,25-34 years,Yes
4681,4,7,0.98,0,19,1,4,3,Female,35-54 years,Yes
4682,4,4,1.3,0,19,1,4,3,Female,35-54 years,Yes
4683,4,1,0.4,0,19,1,4,3,Female,35-54 years,Yes
4684,4,7,1.3,0,19,1,4,3,Female,35-54 years,Yes
4685,4,3,0.98,0,19,1,4,3,Female,35-54 years,Yes
4686,4,48,23.0,0,19,1,4,3,Male,35-54 years,Yes
4687,4,56,22.95,0,19,1,4,3,Male,35-54 years,Yes
4688,5,15,0.66,0,19,1,2,3,Female,35-54 years,Yes
4689,5,5,0.66,0,19,1,2,3,Female,35-54 years,Yes
4690,5,30,10.55,0,19,1,2,3,Male,35-54 years,Yes
4691,5,15,10.31,0,19,1,2,3,Male,35-54 years,Yes
4692,1,3,1.41,0,19,1,2,1,Female,35-54 years,Yes
4693,1,8,1.41,0,19,1,2,1,Female,35-54 years,Yes
4694,1,22,10.77,0,19,1,2,1,Female,35-54 years,Yes
4695,1,59,19.86,0,19,1,2,1,Female,35-54 years,Yes
4696,1,21,13.74,0,19,1,2,1,Female,35-54 years,Yes
4697,2,34,14.4,0,19,2,1,1,Female,65 years or older,Yes
4698,2,10,12.42,0,19,2,1,1,Female,65 years or older,Yes
4699,2,1,2.59,0,19,2,1,1,Female,65 years or older,Yes
4700,2,26,15.17,0,19,2,1,1,Female,65 years or older,Yes
4701,2,34,14.4,0,17,2,1,1,Female,19-24 years,No
4702,2,10,12.42,0,17,2,1,1,Female,19-24 years,No
4703,2,1,2.59,0,17,2,1,1,Female,19-24 years,No
4704,2,26,15.17,0,17,2,1,1,Female,19-24 years,No
4705,1,30,15.15,0,19,2,2,1,Female,19-24 years,No
4706,1,25,20.52,0,19,2,2,1,Female,19-24 years,No
4707,1,10,1.8,0,19,2,2,1,Female,19-24 years,No
4708,1,15,5.5,0,19,2,2,1,Female,19-24 years,No
4709,3,20,3.94,1,19,1,2,2,Male,35-54 years,Yes
4710,3,5,0.98,0,19,1,2,2,Male,35-54 years,Yes
4711,3,55,5.56,1,15,1,2,2,Female,25-34 years,Yes
4712,3,14,0.35,0,23,2,2,2,Female,25-34 years,Yes
4713,4,35,15.72,1,19,1,3,3,Female,35-54 years,Yes
4714,4,13,2.94,0,19,1,3,3,Male,55-64 years,Yes
4715,4,25,10.87,1,19,1,3,3,Male,55-64 years,Yes
4716,4,68,17.55,1,6,2,3,3,Male,55-64 years,Yes
4717,4,22,10.98,0,19,1,3,3,Male,55-64 years,Yes
4718,4,78,0.0,1,6,2,3,3,Female,25-34 years,Yes
4719,3,15,2.41,0,17,2,4,1,Male,25-34 years,Yes
4720,3,108,30.23,1,6,1,4,1,Male,25-34 years,Yes
4721,3,88,30.14,1,6,2,4,1,Male,55-64 years,Yes
4722,3,10,2.41,0,19,2,4,1,Female,55-64 years,Yes
4723,3,25,10.91,0,19,1,4,1,Female,55-64 years,Yes
4724,3,34,15.4,0,19,1,4,1,Female,55-64 years,Yes
4725,5,15,4.51,0,19,1,4,3,Male,55-64 years,Yes
4726,5,20,3.47,0,19,1,4,3,Male,55-64 years,Yes
4727,5,20,7.37,0,19,1,4,3,Male,55-64 years,Yes
4728,5,15,4.51,0,19,1,4,3,Female,35-54 years,Yes
4729,5,15,4.51,0,19,1,4,3,Female,35-54 years,Yes
4730,5,20,0.0,0,19,2,4,3,Female,19-24 years,Yes
4731,5,25,0.0,0,19,2,4,3,Female,19-24 years,Yes
4732,5,40,0.0,0,19,1,4,3,Female,19-24 years,Yes
4733,5,25,0.0,0,19,1,4,3,Female,19-24 years,Yes
4734,5,20,7.37,0,19,1,4,3,Male,19-24 years,Yes
4735,5,20,7.37,0,19,1,4,3,Male,19-24 years,Yes
4736,3,100,51.46,1,6,1,4,2,Female,35-54 years,Yes
4737,3,36,30.48,0,19,1,4,2,Male,25-34 years,Yes
4738,3,44,30.52,0,19,1,4,2,Male,25-34 years,Yes
4739,2,130,58.71,1,6,1,4,3,Female,65 years or older,Yes
4740,3,19,20.83,0,19,1,4,3,Male,35-54 years,Yes
4741,3,20,20.63,0,19,1,4,3,Male,35-54 years,Yes
4742,3,20,5.07,0,5,1,1,0,Female,35-54 years,No
4743,3,30,5.08,0,5,1,1,0,Female,35-54 years,No
4744,1,13,2.73,0,19,1,2,1,Female,35-54 years,Yes
4745,1,12,1.59,0,19,1,2,1,Female,35-54 years,Yes
4746,1,1,0.52,0,19,1,2,1,Female,35-54 years,Yes
4747,1,10,2.51,0,19,1,2,1,Female,35-54 years,Yes
4748,1,14,2.56,0,19,1,2,3,Male,55-64 years,Yes
4749,1,11,4.33,0,19,1,2,3,Male,55-64 years,Yes
4750,1,11,1.85,0,21,1,2,3,Male,55-64 years,Yes
4751,2,25,8.72,0,19,1,3,2,Female,19-24 years,Yes
4752,2,19,5.57,0,19,1,3,2,Female,19-24 years,Yes
4753,2,12,6.12,0,19,1,3,2,Female,19-24 years,Yes
4754,2,9,1.57,0,19,1,4,2,Female,55-64 years,Yes
4755,2,20,8.86,0,19,1,4,2,Female,55-64 years,Yes
4756,2,5,8.9,0,19,1,4,2,Female,55-64 years,Yes
4757,2,3,0.59,0,19,1,4,2,Female,55-64 years,Yes
4758,2,12,1.57,0,19,1,4,2,Female,55-64 years,Yes
4759,2,15,2.41,0,19,1,4,2,Female,65 years or older,Yes
4760,2,15,6.35,0,19,1,4,2,Female,65 years or older,Yes
4761,2,20,6.28,0,19,1,4,2,Female,65 years or older,Yes
4762,2,160,40.82,1,6,1,4,2,Female,35-54 years,Yes
4763,2,30,9.26,0,19,1,4,2,Male,35-54 years,Yes
4764,2,30,8.82,0,19,1,4,2,Male,35-54 years,Yes
4765,3,5,1.05,0,19,1,3,2,Female,35-54 years,Yes
4766,3,5,1.05,0,19,1,3,2,Female,35-54 years,Yes
4767,3,10,1.05,0,19,2,3,2,Male,35-54 years,Yes
4768,3,25,8.82,0,19,1,3,2,Male,35-54 years,Yes
4769,3,30,8.72,0,19,1,3,2,Male,35-54 years,Yes
4770,3,10,1.05,0,19,2,3,2,Male,35-54 years,Yes
4771,1,10,4.37,0,19,1,3,1,Female,35-54 years,Yes
4772,1,6,2.37,0,19,1,3,1,Female,35-54 years,Yes
4773,1,8,3.83,0,19,1,3,1,Female,35-54 years,Yes
4774,4,20,4.12,0,19,1,4,3,Female,35-54 years,Yes
4775,4,20,3.87,0,19,1,4,3,Female,35-54 years,Yes
4776,4,16,3.18,0,19,1,4,3,Male,35-54 years,Yes
4777,4,17,3.29,0,19,1,4,3,Male,35-54 years,Yes
4778,3,1,0.65,0,19,2,4,3,Male,35-54 years,Yes
4779,3,16,7.6,0,19,1,4,3,Male,35-54 years,Yes
4780,3,2,2.94,0,19,1,4,3,Male,35-54 years,Yes
4781,3,7,4.85,0,19,1,4,3,Male,35-54 years,Yes
4782,3,7,2.28,0,19,1,4,3,Male,35-54 years,Yes
4783,3,3,0.92,0,19,1,4,3,Male,35-54 years,Yes
4784,3,7,0.92,0,19,1,4,3,Male,35-54 years,Yes
4785,3,37,7.6,0,19,1,4,3,Male,35-54 years,Yes
4786,5,26,13.68,0,19,1,4,3,Female,55-64 years,Yes
4787,5,32,10.75,0,19,1,4,3,Female,55-64 years,Yes
4788,5,6,1.33,0,19,1,4,3,Female,55-64 years,Yes
4789,5,60,0.0,1,19,1,4,3,Male,25-34 years,Yes
4790,5,8,4.29,0,19,1,4,3,Female,19-24 years,Yes
4791,5,6,2.5,0,19,1,4,3,Female,19-24 years,Yes
4792,5,4,2.58,0,19,1,4,3,Female,19-24 years,Yes
4793,5,15,4.29,0,19,1,4,3,Female,19-24 years,Yes
4794,4,105,51.02,1,6,1,4,2,Male,35-54 years,Yes
4795,4,25,7.15,0,19,1,2,2,Female,35-54 years,Yes
4796,4,30,7.16,0,19,1,2,2,Female,35-54 years,Yes
4797,4,10,3.79,0,19,1,2,2,Male,35-54 years,Yes
4798,4,15,3.79,0,19,1,2,2,Male,35-54 years,Yes
4799,5,46,25.53,0,19,1,4,2,Male,35-54 years,Yes
4800,5,50,26.53,0,19,1,4,2,Male,35-54 years,Yes
4801,5,15,1.87,0,19,1,4,2,Female,35-54 years,Yes
4802,5,10,1.87,0,19,1,4,2,Female,35-54 years,Yes
4803,5,10,0.48,0,19,2,4,2,Female,35-54 years,Yes
4804,1,159,67.33,1,6,1,2,1,Female,35-54 years,Yes
4805,4,140,50.63,1,6,1,3,2,Male,35-54 years,Yes
4806,3,5,2.56,0,19,1,4,3,Male,35-54 years,Yes
4807,3,5,0.75,0,23,1,4,3,Male,35-54 years,Yes
4808,3,15,0.75,0,23,1,4,3,Male,35-54 years,Yes
4809,3,240,2.56,0,19,1,4,3,Male,35-54 years,Yes
4810,3,60,5.79,0,19,1,4,3,Female,35-54 years,Yes
4811,3,30,5.92,0,19,1,4,3,Female,35-54 years,Yes
4812,4,5,2.03,0,19,1,4,1,Male,19-24 years,Yes
4813,4,7,2.03,0,19,1,4,1,Male,19-24 years,Yes
4814,4,8,2.03,0,19,2,4,1,Male,19-24 years,Yes
4815,4,8,2.03,0,19,2,4,1,Male,19-24 years,Yes
4816,4,8,2.03,0,17,2,4,1,Female,19-24 years,Yes
4817,4,8,2.03,0,17,2,4,1,Female,19-24 years,Yes
4818,5,30,9.59,0,19,1,3,2,Female,35-54 years,Yes
4819,5,45,9.84,0,19,1,3,2,Female,35-54 years,Yes
4820,2,47,27.64,1,19,1,4,2,Male,55-64 years,Yes
4821,3,20,3.06,0,19,1,4,3,Male,55-64 years,Yes
4822,3,20,3.06,0,19,1,4,3,Male,55-64 years,Yes
4823,3,25,2.95,0,19,1,4,3,Male,55-64 years,Yes
4824,3,20,2.02,0,19,1,4,3,Male,55-64 years,Yes
4825,3,20,3.82,0,19,1,4,3,Male,55-64 years,Yes
4826,3,30,3.28,0,19,1,4,3,Male,55-64 years,Yes
4827,3,15,0.47,0,19,1,4,3,Male,55-64 years,Yes
4828,3,35,2.95,0,19,1,4,3,Male,55-64 years,Yes
4829,3,24,11.38,0,19,1,4,3,Female,19-24 years,Yes
4830,3,17,11.64,0,19,1,4,3,Female,19-24 years,Yes
4831,4,80,29.66,1,6,1,4,2,Male,55-64 years,Yes
4832,4,2,0.55,0,19,2,4,2,Male,55-64 years,Yes
4833,4,2,0.55,0,19,1,4,2,Male,55-64 years,Yes
4834,4,15,4.96,0,19,1,4,2,Male,35-54 years,Yes
4835,4,20,4.98,0,19,1,4,2,Male,35-54 years,Yes
4836,4,5,1.21,0,19,1,4,2,Female,35-54 years,Yes
4837,4,94,24.1,1,6,1,4,2,Female,35-54 years,Yes
4838,2,75,33.79,1,19,2,2,2,Male,55-64 years,Yes
4839,2,40,6.9,0,19,1,2,2,Male,55-64 years,Yes
4840,2,15,6.95,0,19,1,2,2,Male,55-64 years,Yes
4841,2,78,28.5,1,6,1,4,2,Female,55-64 years,Yes
4842,2,4,1.11,0,19,1,4,2,Male,25-34 years,Yes
4843,2,2,0.47,0,23,1,4,2,Male,25-34 years,Yes
4844,2,1,0.47,0,23,1,4,2,Male,25-34 years,Yes
4845,2,2,1.11,0,19,1,4,2,Male,25-34 years,Yes
4846,6,20,4.17,0,19,1,4,2,Male,35-54 years,Yes
4847,6,15,4.14,0,19,1,4,2,Male,35-54 years,Yes
4848,6,5,0.73,0,19,1,4,2,Male,35-54 years,Yes
4849,4,60,22.45,1,19,1,3,2,Male,35-54 years,Yes
4850,2,120,22.04,0,15,1,2,2,Female,35-54 years,Yes
4851,2,90,22.62,0,5,3,2,2,Female,35-54 years,Yes
4852,5,22,11.84,0,19,1,4,2,Male,35-54 years,Yes
4853,5,26,11.47,0,19,1,4,2,Male,35-54 years,Yes
4854,5,41,26.07,0,19,1,4,3,Female,55-64 years,Yes
4855,5,40,15.01,0,19,1,4,3,Female,55-64 years,Yes
4856,5,30,14.93,0,19,1,4,3,Female,55-64 years,Yes
4857,5,35,26.5,0,19,1,4,3,Female,55-64 years,Yes
4858,5,17,8.38,0,19,1,4,3,Male,25-34 years,Yes
4859,5,18,8.19,0,19,1,4,3,Male,25-34 years,Yes
4860,5,23,3.23,0,19,1,4,3,Male,55-64 years,Yes
4861,5,18,19.84,0,19,1,4,3,Male,55-64 years,Yes
4862,5,20,16.71,0,19,1,4,3,Male,55-64 years,Yes
4863,5,15,8.38,0,19,1,4,3,Female,19-24 years,Yes
4864,5,30,14.34,0,19,1,4,3,Female,19-24 years,Yes
4865,5,30,6.49,0,19,1,4,3,Female,19-24 years,Yes
4866,2,76,16.0,1,19,1,4,2,Female,35-54 years,Yes
4867,2,55,6.7,0,19,4,4,2,Female,35-54 years,Yes
4868,2,30,6.92,0,19,4,4,2,Female,35-54 years,Yes
4869,2,10,0.77,0,19,1,3,2,Male,35-54 years,Yes
4870,2,15,0.77,0,19,1,3,2,Male,35-54 years,Yes
4871,2,10,2.02,0,19,1,3,2,Male,35-54 years,Yes
4872,2,20,2.56,0,19,1,3,2,Male,35-54 years,Yes
4873,2,20,2.78,0,19,1,3,2,Male,35-54 years,Yes
4874,5,60,22.43,1,6,1,3,1,Male,35-54 years,Yes
4875,2,2,1.63,0,19,2,4,1,Female,35-54 years,Yes
4876,2,28,11.76,0,19,1,4,1,Female,35-54 years,Yes
4877,2,7,2.87,0,19,2,4,1,Female,35-54 years,Yes
4878,2,10,0.87,0,19,2,4,1,Female,35-54 years,Yes
4879,2,9,2.64,0,19,2,4,1,Female,35-54 years,Yes
4880,2,38,12.73,0,19,1,4,1,Female,35-54 years,Yes
4881,2,661,20.75,1,6,2,4,1,Female,35-54 years,Yes
4882,2,30,13.84,1,19,1,3,2,Male,35-54 years,Yes
4883,3,67,35.59,0,19,1,4,2,Male,35-54 years,Yes
4884,3,40,0.0,0,19,1,4,2,Male,35-54 years,Yes
4885,3,45,0.0,0,19,2,4,2,Male,35-54 years,Yes
4886,3,10,2.26,0,19,2,4,2,Male,35-54 years,Yes
4887,3,27,0.0,0,19,2,4,2,Female,35-54 years,Yes
4888,3,19,0.0,0,19,2,4,2,Female,35-54 years,Yes
4889,3,11,0.0,0,19,1,4,2,Female,35-54 years,Yes
4890,3,5,0.0,0,19,1,4,2,Female,35-54 years,Yes
4891,3,9,0.0,0,19,1,4,2,Female,35-54 years,Yes
4892,3,10,0.0,0,19,1,4,2,Female,35-54 years,Yes
4893,3,40,0.0,0,19,2,4,2,Female,35-54 years,Yes
4894,3,7,1.33,0,19,1,4,2,Female,35-54 years,Yes
4895,3,5,2.26,0,19,1,4,2,Female,35-54 years,Yes
4896,3,63,0.0,1,6,2,9,3,Female,25-34 years,Yes
4897,3,5,2.17,0,19,2,9,3,Female,55-64 years,Yes
4898,3,15,2.05,0,19,1,9,3,Female,55-64 years,Yes
4899,3,10,1.68,0,19,1,9,3,Female,55-64 years,Yes
4900,4,40,23.7,0,19,1,4,2,Male,35-54 years,Yes
4901,4,10,0.92,0,19,1,4,2,Male,35-54 years,Yes
4902,4,5,0.92,0,19,1,4,2,Male,35-54 years,Yes
4903,4,45,23.44,0,19,1,4,2,Male,35-54 years,Yes
4904,4,17,5.08,0,19,1,4,2,Male,35-54 years,Yes
4905,4,7,1.92,0,19,1,4,2,Male,35-54 years,Yes
4906,5,18,3.05,1,19,2,4,3,Female,25-34 years,Yes
4907,5,23,6.39,0,19,2,4,3,Female,25-34 years,Yes
4908,5,10,1.28,0,4,1,4,3,Female,35-54 years,No
4909,5,10,1.28,0,17,3,4,3,Female,35-54 years,No
4910,4,8,2.52,0,19,1,2,2,Male,35-54 years,Yes
4911,4,21,0.0,0,19,1,2,2,Male,35-54 years,Yes
4912,4,7,0.0,0,19,1,2,2,Male,35-54 years,Yes
4913,4,25,10.0,0,19,1,2,2,Male,35-54 years,Yes
4914,4,6,0.51,0,19,2,2,2,Female,35-54 years,Yes
4915,4,3,0.51,0,19,1,2,2,Female,35-54 years,Yes
4916,4,3,0.51,0,19,1,2,2,Female,35-54 years,Yes
4917,4,4,0.51,0,19,2,2,2,Female,35-54 years,Yes
4918,4,26,18.51,0,19,1,2,2,Male,35-54 years,Yes
4919,4,25,18.95,0,19,1,2,2,Male,35-54 years,Yes
4920,2,13,1.93,0,19,1,2,2,Male,55-64 years,Yes
4921,2,27,22.73,0,19,1,2,2,Male,55-64 years,Yes
4922,2,93,21.45,0,19,1,2,2,Male,55-64 years,Yes
4923,3,40,22.73,0,19,1,4,2,Male,55-64 years,Yes
4924,3,30,21.38,0,19,1,4,2,Male,55-64 years,Yes
4925,3,120,25.51,0,19,1,4,2,Female,35-54 years,Yes
4926,3,60,25.31,0,19,1,4,2,Female,35-54 years,Yes
4927,3,30,8.41,0,19,1,2,3,Male,35-54 years,Yes
4928,3,30,8.2,0,19,1,2,3,Male,35-54 years,Yes
4929,3,10,1.59,0,19,1,2,3,Male,19-24 years,Yes
4930,3,15,1.59,0,19,1,2,3,Male,19-24 years,Yes
4931,4,30,3.55,0,19,2,2,2,Male,19-24 years,Yes
4932,4,30,3.55,0,17,2,2,2,Male,19-24 years,Yes
4933,3,5,0.93,0,23,1,4,2,Female,35-54 years,Yes
4934,3,5,0.93,0,23,1,4,2,Female,35-54 years,Yes
4935,2,7,2.88,0,19,1,2,2,Female,65 years or older,Yes
4936,2,13,2.88,0,19,1,2,2,Female,65 years or older,Yes
4937,4,30,18.37,0,19,2,9,2,Male,Age not provided,Yes
4938,4,40,18.31,0,19,2,9,2,Male,Age not provided,Yes
4939,1,10,2.41,0,19,1,2,1,Female,55-64 years,Yes
4940,1,10,2.41,0,19,1,2,1,Female,55-64 years,Yes
4941,4,23,14.12,0,19,1,4,2,Female,35-54 years,Yes
4942,4,48,21.35,0,19,2,4,2,Female,35-54 years,Yes
4943,4,39,21.86,0,19,2,4,2,Female,35-54 years,Yes
4944,4,21,13.75,0,19,1,4,2,Female,35-54 years,Yes
4945,4,26,16.84,0,19,1,4,2,Male,35-54 years,Yes
4946,4,36,25.82,0,19,2,4,2,Male,35-54 years,Yes
4947,4,44,26.27,0,19,2,4,2,Male,35-54 years,Yes
4948,4,14,14.48,0,19,1,4,2,Male,35-54 years,Yes
4949,3,17,9.27,0,19,1,2,3,Female,55-64 years,Yes
4950,3,5,1.62,0,19,1,2,3,Female,55-64 years,Yes
4951,3,17,7.53,0,19,1,2,3,Female,55-64 years,Yes
4952,3,10,3.09,0,19,1,2,3,Male,25-34 years,Yes
4953,3,14,0.95,0,19,1,2,3,Male,25-34 years,Yes
4954,3,9,4.03,0,19,1,2,3,Male,25-34 years,Yes
4955,2,7,19.87,0,19,1,3,2,Female,55-64 years,Yes
4956,2,10,19.94,0,19,1,3,2,Female,55-64 years,Yes
4957,2,10,19.87,0,19,1,3,2,Female,55-64 years,Yes
4958,2,15,19.94,0,19,1,3,2,Female,55-64 years,Yes
4959,3,10,3.3,0,19,1,9,2,Female,55-64 years,Yes
4960,3,10,3.3,0,19,1,9,2,Female,55-64 years,Yes
4961,3,15,3.94,0,19,1,9,2,Male,35-54 years,Yes
4962,3,15,3.94,0,19,1,9,2,Male,35-54 years,Yes
4963,3,110,39.04,1,6,1,4,2,Male,35-54 years,Yes
4964,3,10,1.91,0,19,2,4,2,Male,35-54 years,Yes
4965,3,18,6.13,0,19,2,4,2,Male,35-54 years,Yes
4966,2,18,6.54,0,19,1,4,3,Male,35-54 years,Yes
4967,2,50,15.19,0,19,1,4,3,Male,35-54 years,Yes
4968,2,80,46.01,0,19,1,4,3,Male,35-54 years,Yes
4969,2,80,34.87,0,19,3,4,3,Male,35-54 years,Yes
4970,2,55,35.31,0,19,3,4,3,Female,35-54 years,Yes
4971,2,12,6.44,0,19,1,4,3,Female,35-54 years,Yes
4972,2,44,35.9,0,19,1,4,3,Female,35-54 years,Yes
4973,2,30,7.79,0,19,1,3,2,Female,55-64 years,Yes
4974,2,20,7.79,0,19,1,3,2,Female,55-64 years,Yes
4975,2,120,0.0,1,12,1,3,2,Male,65 years or older,Yes
4976,2,30,25.0,0,19,1,3,2,Male,65 years or older,Yes
4977,4,30,13.45,0,19,1,4,2,Male,35-54 years,Yes
4978,4,25,13.19,0,19,1,4,2,Male,35-54 years,Yes
4979,4,10,8.76,0,19,1,4,3,Male,55-64 years,Yes
4980,4,15,5.96,0,19,1,4,3,Male,55-64 years,Yes
4981,4,10,5.92,0,19,1,4,3,Male,55-64 years,Yes
4982,4,15,5.2,0,19,1,4,3,Male,55-64 years,Yes
4983,4,15,2.76,0,19,1,4,3,Male,55-64 years,Yes
4984,4,25,13.59,0,19,1,4,3,Female,35-54 years,Yes
4985,4,40,13.79,0,19,1,4,3,Female,35-54 years,Yes
4986,4,15,7.61,0,19,1,4,3,Male,19-24 years,Yes
4987,4,15,1.86,0,19,1,4,3,Male,19-24 years,Yes
4988,4,30,7.8,0,19,1,4,3,Male,19-24 years,Yes
4989,4,30,3.74,0,19,1,4,3,Male,19-24 years,Yes
4990,2,20,5.99,0,19,1,2,2,Male,35-54 years,Yes
4991,2,10,0.87,0,19,3,2,2,Male,35-54 years,Yes
4992,2,10,0.87,0,19,3,2,2,Male,35-54 years,Yes
4993,2,25,4.63,0,19,1,2,2,Male,35-54 years,Yes
4994,2,15,3.34,0,19,1,2,2,Male,35-54 years,Yes
4995,4,30,16.74,1,19,1,2,2,Male,35-54 years,Yes
4996,4,5,0.63,0,19,1,2,2,Male,35-54 years,Yes
4997,4,15,3.95,0,19,1,2,2,Male,35-54 years,Yes
4998,4,10,4.09,0,19,1,2,2,Male,35-54 years,Yes
4999,4,5,0.63,0,19,1,2,2,Male,35-54 years,Yes
5000,2,25,7.77,0,19,1,2,3,Female,35-54 years,Yes
5001,2,40,7.27,0,19,1,2,3,Female,35-54 years,Yes
5002,2,20,6.61,0,18,2,2,3,Male,35-54 years,Yes
5003,2,30,7.23,0,18,1,2,3,Male,35-54 years,Yes
5004,6,95,0.0,1,6,1,4,3,Male,35-54 years,Yes
5005,2,6,1.75,0,19,1,2,2,Male,65 years or older,Yes
5006,2,6,1.75,0,19,1,2,2,Male,65 years or older,Yes
5007,2,5,1.75,0,19,1,2,2,Male,65 years or older,Yes
5008,2,6,1.75,0,19,1,2,2,Male,65 years or older,Yes
5009,3,58,36.32,0,19,1,4,3,Male,55-64 years,Yes
5010,3,4,3.45,0,19,1,4,3,Male,55-64 years,Yes
5011,3,2,3.45,0,19,1,4,3,Male,55-64 years,Yes
5012,3,65,36.33,0,19,1,4,3,Male,55-64 years,Yes
5013,3,30,13.8,0,19,1,4,3,Female,55-64 years,Yes
5014,3,35,12.69,0,19,1,4,3,Female,55-64 years,Yes
5015,3,10,0.6,0,19,1,4,3,Female,55-64 years,Yes
5016,3,10,3.82,0,19,1,4,3,Female,55-64 years,Yes
5017,3,10,2.2,0,19,1,4,3,Female,55-64 years,Yes
5018,2,30,15.59,0,19,1,4,3,Female,35-54 years,Yes
5019,2,30,11.08,0,19,1,4,3,Female,35-54 years,Yes
5020,2,15,6.27,0,19,1,4,3,Female,35-54 years,Yes
5021,2,30,10.37,0,19,1,4,3,Male,35-54 years,Yes
5022,2,15,10.32,0,19,1,4,3,Male,35-54 years,Yes
5023,5,210,0.0,0,6,1,4,2,Male,65 years or older,Yes
5024,5,60,11.94,1,6,1,4,2,Female,Younger than 16 years,
5025,3,19,9.96,0,19,1,4,2,Male,65 years or older,Yes
